mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,ID,iPSC-T1R1,iPSC-T1R2,iPSC-T1R3,iPSC-T2R1,iPSC-T2R2,iPSC-T2R3,m15-T1R1,m15-T1R2,m15-T1R3,m15-T2R1,m15-T2R2,m15-T2R3,mESC-T1R1,mESC-T1R2,mESC-T1R3,mESC-T2R1,mESC-T2R2,mESC-T2R3,number_of_observation_per_peak
375.2139101,375.2137371,375.214234,608.346,606.739,616.357,1294,96157.37664,NA,89151.95241,NA,50304.91346,NA,NA,NA,NA,NA,NA,NA,NA,120905.5707,117557.7287,NA,36206.41489,NA,6
404.1165656,404.1160566,404.1166755,222.2205,214.436,226.565,1295,NA,NA,NA,NA,NA,NA,504231.2678,104084.6091,372682.9217,NA,NA,NA,175278.3163,162707.8693,277108.7035,NA,NA,NA,6
417.898688,417.897442,417.8990461,605.229,604.271,607.61,1296,NA,27666.82268,NA,NA,NA,NA,26536.41253,NA,34179.68178,NA,NA,30637.94802,37580.42083,40693.16386,NA,NA,NA,NA,6
434.8689781,434.8666444,435.0090048,604.153,568.174,607.61,1297,572429.282,NA,NA,NA,NA,NA,576316.5338,354489.889,30285.44142,37680.5843,NA,NA,34210.45811,NA,NA,NA,NA,NA,6
464.9528773,464.9508465,464.9531595,601.584,599.223,615.079,1298,260304.3255,250352.6347,182223.864,NA,NA,NA,223170.1855,NA,277914.1064,NA,NA,NA,NA,NA,230622.8904,NA,NA,NA,6
477.3097519,477.3087604,477.3102,240.4075,233.791,247.983,1299,NA,NA,46996.56304,NA,31050.54613,NA,NA,NA,18316.70368,NA,NA,NA,21067.48792,NA,NA,20652.46898,27843.12404,NA,6
480.344613,480.3423184,480.3454895,663.651,660.525,665.907,1300,NA,NA,13058.18384,NA,29377.27433,NA,NA,NA,NA,NA,NA,NA,45003.28319,NA,37584.07234,61166.85047,NA,55089.67584,6
483.3760515,483.3755498,483.3780459,162.427,160.907,167.052,1301,22653.31044,30094.10967,NA,NA,NA,61858.61891,NA,NA,NA,NA,94223.33966,74547.98688,NA,NA,NA,27278.75533,NA,NA,6
485.4016359,485.4010937,485.4019327,98.5215,98.375,99.031,1302,171349.3042,NA,NA,NA,NA,NA,176704.9735,183050.6196,181467.831,NA,NA,NA,192811.4699,NA,213994.0503,NA,NA,NA,6
486.2958808,486.294824,486.2978615,402.712,397.122,406.944,1303,NA,NA,NA,NA,NA,NA,26204.33169,26527.36502,NA,NA,39790.07915,NA,NA,NA,12031.74217,48351.93722,NA,44727.45608,6
495.5680876,495.567177,495.5689947,197.8615,175.066,199.125,1304,14084.41262,NA,68579.46743,NA,45206.73359,NA,NA,20428.78679,NA,NA,23700.82923,NA,NA,NA,7068.662562,NA,NA,NA,6
499.2617515,499.2599892,499.4074009,141.2905,98.375,142.619,1305,NA,30973.28324,NA,NA,NA,NA,8362.515024,NA,99543.45855,NA,NA,NA,27781.81992,39210.52878,NA,NA,NA,27835.08025,6
513.3869806,513.3866935,513.38778,185.465,184.7,192.972,1306,24817.46398,NA,NA,64116.79161,NA,97141.37006,NA,NA,NA,NA,116388.0775,108589.1547,NA,NA,NA,NA,31699.55896,NA,6
516.304982,516.304503,516.3059781,672.2065,669.327,674.126,1307,NA,NA,NA,32990.20438,24978.27977,NA,17545.74526,NA,NA,46087.84212,48379.84971,33582.11873,NA,NA,NA,NA,NA,NA,6
525.0444752,525.043134,525.0451729,271.2785,270.399,272.285,1308,NA,NA,21674.7008,NA,NA,NA,NA,NA,35823.67405,NA,NA,21626.48138,49561.74551,41989.83219,45674.9676,NA,NA,NA,6
525.2880238,525.2867505,525.2881509,259.705,255.574,273.226,1309,NA,NA,29601.8758,50878.48296,44290.40613,28933.18545,NA,NA,NA,NA,NA,NA,NA,NA,NA,28757.06736,NA,47570.25107,6
538.5192844,538.5178552,538.5295088,112.1215,101.088,115.333,1310,90198.81938,NA,NA,NA,103780.8523,NA,141705.1797,NA,NA,NA,106213.2791,78256.81719,NA,NA,NA,NA,184707.8923,NA,6
572.3335484,572.3315719,572.3353984,627.9755,626.493,629.896,1311,29159.46526,27259.79931,32802.83907,NA,17578.87553,NA,NA,NA,6596.899162,NA,NA,NA,38701.40855,NA,NA,NA,NA,NA,6
576.4105352,576.4085096,576.5073345,121.5955,119.831,134.142,1312,153680.4415,NA,NA,129885.9931,58511.28533,29289.00319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41634.27881,28817.65704,6
578.5228146,578.5223811,578.5232245,126.6835,118.109,132.775,1313,NA,NA,NA,NA,1001543.942,NA,453898.253,NA,NA,NA,NA,861066.3834,678397.5369,NA,629184.5717,855587.4976,NA,NA,6
579.5264858,579.5253372,579.5312686,121.469,117.481,133.901,1314,NA,NA,112080.2216,NA,236451.3266,NA,NA,NA,NA,203423.2694,NA,NA,57887.58453,104530.5232,147303.7211,NA,NA,NA,6
584.9842282,584.9838015,584.9882972,572.706,549.767,582.728,1315,NA,NA,145823.7426,120539.2135,NA,NA,NA,120103.5008,NA,NA,NA,NA,153042.373,NA,192335.4967,NA,45144.13738,NA,6
595.1745598,595.1728737,595.1758014,126.186,125.369,126.885,1316,NA,11233.14567,13458.18498,NA,NA,NA,12130.80946,8435.806475,12380.50968,NA,NA,NA,NA,12905.45558,NA,NA,NA,NA,6
600.3243495,600.3237194,600.3246998,673.1125,670.705,674.052,1317,NA,NA,NA,NA,26597.76554,29851.90091,NA,NA,NA,NA,60073.04484,NA,NA,NA,NA,50994.72063,63393.79108,54430.90851,6
601.5169934,601.5141149,601.5183573,153.959,115.538,229.523,1318,NA,108624.9801,NA,NA,NA,14762.01915,128076.9253,NA,NA,NA,NA,NA,30017.902,NA,98680.27078,NA,200792.4179,NA,6
606.4484261,606.4442395,606.4493041,656.082,650.425,657.638,1319,NA,NA,NA,NA,NA,NA,22902.88223,NA,NA,NA,NA,27578.47368,35221.15221,NA,26734.23023,35045.04831,NA,35142.95622,6
650.4371306,650.4346784,650.4388241,616.3985,615.233,618.864,1320,NA,NA,10903.17026,NA,NA,NA,8730.378501,14151.07765,7082.927418,19298.60367,NA,NA,11177.11978,NA,NA,NA,NA,NA,6
672.9970382,672.9955244,673.0002295,589.79,579.606,594.014,1321,NA,NA,NA,NA,67410.26675,NA,NA,NA,NA,NA,54049.36768,58690.33185,NA,31078.03066,38722.01584,NA,NA,54336.36919,6
678.4786142,678.4770228,678.4803096,131.6665,129.646,133.487,1322,20099.88506,NA,NA,NA,NA,NA,19529.79983,13538.24287,NA,NA,NA,NA,NA,20094.16808,NA,64212.2899,NA,56441.85078,6
690.5390222,690.5380339,690.5414636,549.6175,543.426,552.862,1323,NA,31877.16795,NA,NA,61139.20324,NA,NA,NA,22844.23216,93073.05021,NA,70259.82542,107978.3092,NA,NA,NA,NA,NA,6
695.8541883,695.8510684,695.8545227,605.7435,604.153,608.198,1324,24709.45524,NA,NA,NA,24279.94406,NA,NA,NA,24829.34554,NA,NA,NA,NA,26279.83939,NA,22820.45602,31692.45068,NA,6
696.4373052,696.4366267,696.4384176,390.669,386.758,408.571,1325,NA,11263.19756,24272.28738,40006.21478,NA,NA,NA,NA,NA,NA,NA,26966.45306,18205.19388,NA,NA,NA,29974.33711,NA,6
705.5537798,705.5502021,705.5566802,236.189,225.96,239.135,1326,NA,NA,NA,NA,NA,NA,113628.5198,NA,96878.99984,133552.6994,103065.6294,NA,25637.91464,NA,NA,NA,NA,49703.37324,6
706.7622853,706.7620163,706.7633911,549.0885,540.286,549.619,1327,NA,NA,NA,142528.7166,234124.9375,NA,NA,NA,NA,484907.9139,514664.2017,391513.9638,NA,NA,NA,NA,NA,336728.7998,6
721.7353965,721.7350619,721.7370035,97.045,96.532,97.793,1328,NA,NA,NA,138631.4766,165372.1695,165345.6862,NA,NA,NA,NA,190163.4475,155652.7873,NA,NA,NA,NA,139784.2917,NA,6
724.5173983,724.5151351,724.5605118,98.858,95.936,118.276,1329,NA,NA,NA,NA,NA,102924.8694,NA,NA,51483.9593,112893.4862,NA,NA,174980.2651,NA,49494.29283,NA,NA,46093.88077,6
732.783269,732.7784612,732.7852472,525.648,514.158,547.734,1330,357382.6918,NA,NA,NA,NA,NA,393362.7002,194954.5982,NA,1365053.421,NA,1254423.77,428790.1704,NA,NA,NA,NA,NA,6
741.5357205,741.5352111,741.5361492,113.737,111.87,115.285,1331,NA,NA,NA,51219.46197,NA,NA,NA,NA,NA,62166.2064,50956.86778,NA,NA,NA,NA,35505.16009,49317.78195,51314.81674,6
757.0511877,757.0487352,757.0521766,530.0485,526.838,538.929,1332,NA,NA,82985.74747,NA,63265.74426,53140.53274,35180.76025,NA,NA,NA,NA,NA,NA,106025.8062,NA,NA,NA,67504.00609,6
759.5627904,759.5602851,759.5636262,122.043,121.113,123.719,1333,63135.62767,44382.15441,NA,NA,NA,NA,58244.74482,NA,NA,NA,NA,NA,27657.90583,25705.28907,28696.42366,NA,NA,NA,6
766.7863765,766.7846971,766.7869177,605.8175,604.153,607.61,1334,26196.06009,27683.55477,28871.40621,NA,NA,NA,NA,NA,37579.59293,NA,NA,NA,31287.1206,31877.48564,NA,NA,NA,NA,6
766.8107502,766.8085525,766.8116209,443.181,441.543,445.429,1335,NA,NA,NA,NA,NA,30530.17192,NA,NA,NA,NA,NA,NA,NA,22026.11163,14370.81935,65029.55105,80147.62981,72020.71711,6
777.2326018,777.231306,777.2335462,97.262,95.82,97.749,1336,20144.64952,NA,NA,NA,NA,NA,16809.72009,16586.68937,42239.96401,NA,NA,NA,26209.60871,39300.66861,NA,NA,NA,NA,6
783.5163562,783.5141869,783.5650191,645.382,581.087,648.016,1337,34975.82062,NA,NA,NA,NA,NA,43013.11819,45021.48121,28966.92119,NA,NA,NA,31449.32522,NA,40946.72511,NA,NA,NA,6
789.6111473,789.6085709,789.6124867,140.805,140.259,143.725,1338,NA,NA,30777.46605,32396.17325,68553.70776,42419.42947,NA,NA,NA,NA,51113.28845,49615.70522,NA,NA,NA,NA,NA,NA,6
794.8193321,794.6200517,794.8233745,605.862,604.359,609.22,1339,11358.80785,13056.00373,32502.51041,NA,33091.24686,NA,NA,NA,29080.17711,41518.04068,NA,NA,NA,NA,NA,NA,NA,NA,6
795.058215,795.0570478,795.0598449,271.7,270.443,274.417,1340,67229.11139,50292.21252,61600.33961,NA,NA,NA,NA,NA,74224.69966,NA,NA,NA,111088.1616,79829.28974,NA,NA,NA,NA,6
806.5513857,806.5470163,806.5535669,610.6175,609.109,645.062,1341,23962.96367,28069.00876,27222.73707,NA,32117.17208,NA,NA,NA,7832.59747,NA,NA,NA,NA,51269.16983,NA,NA,NA,NA,6
807.8059835,807.8043509,807.8076207,606.312,604.153,608.65,1342,NA,NA,NA,42301.29038,NA,NA,34783.40907,NA,48700.26126,NA,66693.09266,NA,46640.26121,NA,NA,NA,44214.96021,NA,6
809.0834994,809.0796465,809.0853438,481.4145,473.83,482.906,1343,NA,90875.79145,NA,NA,NA,NA,139642.9475,NA,100384.0349,114586.8387,NA,NA,42200.44148,57020.2321,NA,NA,NA,NA,6
809.5586683,809.5520049,809.5653512,621.0325,591.938,647.473,1344,150934.3262,NA,NA,NA,NA,32671.18362,NA,NA,NA,NA,NA,NA,NA,292503.3066,226891.2639,25871.57655,NA,178531.6708,6
809.8056903,809.8018316,809.9635629,604.5985,574.664,607.61,1345,NA,NA,NA,27991.7148,NA,NA,NA,NA,NA,NA,NA,33619.19946,28485.34572,29411.98305,21421.39696,24763.03494,NA,NA,6
810.8008759,810.800133,810.8024915,606.0695,604.153,607.61,1346,NA,NA,NA,NA,NA,NA,NA,31699.95761,46487.68043,58438.96689,NA,61992.53886,48872.56315,40813.28666,NA,NA,NA,NA,6
817.0401013,817.039889,817.0410292,271.718,270.724,274.417,1347,47279.16059,36329.42869,41201.38938,NA,NA,NA,NA,NA,48070.64674,16716.67255,NA,NA,NA,NA,53992.14538,NA,NA,NA,6
819.5146031,819.5117953,819.5150306,107.738,103.987,109.743,1348,NA,NA,NA,NA,NA,55976.22637,49694.27174,NA,NA,41009.19034,NA,NA,NA,NA,57930.90785,NA,66005.92585,49797.77169,6
824.775718,824.7726593,824.7775515,605.948,604.271,608.88,1349,NA,NA,40513.50505,NA,NA,NA,65434.94841,NA,NA,NA,149379.327,138095.2634,67308.74189,83621.97187,NA,NA,NA,NA,6
827.5490416,827.5444056,827.5711122,601.1135,599.339,603.799,1350,NA,54126.65296,NA,NA,NA,38985.66824,57584.36856,NA,NA,NA,NA,NA,66854.27197,50630.04052,NA,NA,48968.91886,NA,6
841.5044175,841.5007685,841.5716068,108.268,102.403,163.972,1351,43379.28724,24889.10638,NA,38787.9494,14690.00225,28708.18797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33301.80251,6
863.5148688,863.5120013,863.5174746,465.766,460.9,470.204,1352,38316.67531,39821.26509,46691.41915,NA,NA,NA,NA,NA,NA,NA,NA,NA,46023.03786,48590.51772,55273.20794,NA,NA,NA,6
868.5200692,868.5185504,868.5207692,102.5125,100.312,105.21,1353,NA,NA,NA,NA,75725.0428,NA,NA,NA,NA,NA,NA,NA,96634.1136,97606.3896,73339.67936,92112.15337,NA,87115.29314,6
872.558309,872.5460152,872.5592548,438.6955,432.611,442.57,1354,NA,6296.549035,NA,NA,54607.99427,49263.6579,NA,NA,NA,NA,NA,NA,NA,NA,NA,87015.64028,71873.06674,74498.19637,6
889.5345058,889.527271,889.6484987,460.529,417.547,485.485,1355,118441.5911,NA,103817.7379,31894.52595,NA,NA,29914.87968,NA,NA,NA,NA,NA,NA,9841.189891,NA,NA,30669.84204,NA,6
913.5541549,913.5285782,913.5696983,446.858,431.545,451.919,1356,NA,NA,NA,44418.48878,NA,NA,10421.27085,NA,NA,22989.37814,10306.55077,NA,13271.07334,NA,NA,38266.04081,NA,NA,6
913.5335244,913.495176,913.5744073,128.624,99.842,156.348,1357,NA,15607.06837,NA,NA,NA,NA,NA,NA,NA,NA,NA,12002.04944,17946.23309,NA,22995.03987,16400.39121,50445.34158,NA,6
916.5697881,916.5677594,916.6568298,592.476,587.007,631.178,1358,NA,NA,32844.76319,NA,NA,18727.73817,NA,NA,NA,NA,NA,18533.07368,36034.48275,32579.26475,39886.21732,NA,NA,NA,6
921.6904219,921.6891463,921.6907219,165.198,163.654,169.652,1359,NA,14316.16914,53176.36494,NA,107391.3616,62678.64011,NA,NA,NA,39145.88164,76167.60019,NA,NA,NA,NA,NA,NA,NA,6
922.5326833,922.5283608,922.6026368,605.394,588.238,609.572,1360,NA,19278.27165,17454.56897,NA,NA,NA,30469.1182,NA,48624.7486,NA,41984.19357,NA,NA,18756.73252,NA,NA,NA,NA,6
925.0250811,925.0226356,925.0288171,568.5165,560.481,573.279,1361,11009218.43,4562839.069,NA,NA,NA,6724507.143,11242100.94,6097432.995,NA,NA,NA,NA,10832207.82,NA,NA,NA,NA,NA,6
925.5256409,925.5238408,925.6329603,568.5885,564.58,591.377,1362,NA,617684.9711,24361.58576,NA,NA,594008.3546,745396.6352,479269.4709,NA,NA,NA,NA,906612.7646,NA,NA,NA,NA,NA,6
950.7249987,950.7227403,950.7254954,160.6505,160.245,163.415,1363,NA,NA,34290.00339,34319.07841,70334.90999,49765.90358,NA,NA,NA,NA,61306.38862,50810.70486,NA,NA,NA,NA,NA,NA,6
972.8038217,972.8000361,972.8074355,605.6385,602.545,608.193,1364,39608.71857,NA,NA,64882.96883,NA,NA,28946.15429,NA,52162.31815,57205.73444,NA,NA,NA,NA,NA,NA,86900.538,NA,6
990.7740838,990.7690634,990.7800413,605.229,604.093,609.726,1365,NA,NA,17433.05315,NA,NA,NA,20299.58118,NA,22194.98038,NA,NA,NA,NA,NA,20885.7117,25896.10684,NA,28803.31428,6
1004.756252,1004.751338,1004.756886,606.849,606.207,607.727,1366,NA,NA,NA,64810.23233,NA,NA,NA,NA,NA,107530.975,119984.9005,112597.8147,60135.06562,NA,NA,NA,61869.54402,NA,6
1008.524758,1008.522211,1008.526639,566.757,563.703,568.517,1367,NA,202262.0271,NA,NA,NA,NA,198355.2467,126196.7902,126506.5606,NA,NA,NA,166326.7434,NA,170391.1233,NA,NA,NA,6
1010.033299,1010.027655,1010.033888,566.495,565.881,569.91,1368,148291.7129,128204.3141,139181.9604,NA,NA,NA,127602.9829,105430.0157,NA,NA,NA,NA,NA,NA,NA,108123.5503,NA,NA,6
1082.802809,1082.801372,1082.803846,192.995,191.258,200.319,1369,NA,NA,26250.41169,39745.39704,NA,NA,NA,NA,NA,28256.35681,68619.18309,55667.72573,NA,NA,NA,NA,NA,12121.39819,6
1090.532562,1090.529995,1090.534775,567.256,561.283,570.514,1370,146009.1262,153138.2593,156944.0158,NA,NA,NA,169758.6699,86923.62437,80575.91482,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
1120.309638,1120.306404,1120.316742,529.3455,518.12,546.382,1371,NA,5784.114133,7440.62938,NA,NA,NA,8097.137179,NA,NA,40397.1029,36173.76354,33288.10278,NA,NA,NA,NA,NA,NA,6
1120.812073,1120.811455,1120.815626,526.335,519.75,530.888,1372,NA,NA,NA,NA,28124.72035,NA,15053.80073,NA,NA,51583.46073,NA,37637.84141,NA,NA,NA,32928.2287,24315.20741,NA,6
1122.824933,1122.820544,1122.825831,530.5145,525.655,535.273,1373,NA,NA,NA,49872.15921,NA,NA,NA,NA,NA,50628.73467,NA,44714.36055,NA,NA,NA,43518.54545,74318.51765,71345.06306,6
1136.33709,1136.334767,1136.338698,522.1435,518.086,534.209,1374,25584.01282,NA,20114.6609,27233.93025,23230.49329,NA,NA,NA,NA,NA,NA,16441.88221,NA,NA,NA,NA,NA,28046.0946,6
1141.339664,1141.338091,1141.342117,514.328,512.179,518.023,1375,20336.77922,NA,NA,20197.3628,NA,22881.88766,30452.24348,NA,NA,NA,NA,NA,NA,NA,NA,27467.41486,23692.9354,NA,6
1149.34517,1149.341232,1149.348135,511.955,509.817,519.929,1376,47339.62921,NA,NA,39238.54597,NA,NA,37079.83207,NA,NA,NA,23409.4684,27270.29344,NA,NA,64723.04222,NA,NA,NA,6
1155.353135,1155.349935,1155.356893,507.9225,506.774,515.903,1377,27089.46675,NA,18776.17416,24566.87911,NA,NA,35595.67318,NA,NA,NA,NA,22955.64627,NA,NA,NA,NA,NA,25513.1925,6
1173.805613,1173.802992,1173.806178,225.516,222.933,226.728,1378,NA,NA,NA,25724.80056,35126.74129,37045.1272,NA,NA,NA,NA,NA,39125.08334,NA,NA,NA,15798.72752,18224.61024,NA,6
1188.36875,1188.367246,1188.371501,488.2535,485.499,489.895,1379,NA,NA,NA,NA,23175.39328,NA,33013.35206,36258.39169,NA,34215.9332,29242.72354,NA,NA,36239.11417,NA,NA,NA,NA,6
1199.369778,1199.341806,1199.37456,482.3865,480.627,568.517,1380,NA,NA,14382.10688,NA,26043.49505,23807.79194,28091.37146,NA,NA,NA,NA,25447.28549,NA,NA,5355.290074,NA,NA,NA,6
1199.772315,1199.770892,1199.773403,95.891,95.256,97.013,1381,NA,NA,NA,NA,38250.85521,NA,12293.741,NA,NA,NA,64518.78741,48913.78238,NA,NA,NA,45801.73868,23697.61359,NA,6
1212.035411,1212.029321,1212.036503,567.307,564.58,570.964,1382,NA,677506.4566,913874.2249,NA,NA,NA,NA,561622.2542,NA,NA,NA,NA,760660.417,384741.0628,NA,648378.5232,NA,NA,6
1235.36162,1235.30219,1235.363026,451.919,450.253,510.773,1383,10185.91379,NA,6184.89338,26039.88537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17724.40322,NA,23080.67962,32524.90369,6
1236.870516,1236.86638,1236.872418,450.1155,441.098,453.915,1384,NA,8794.890731,NA,NA,27926.59445,NA,NA,NA,NA,NA,NA,NA,23788.19842,19779.54445,15476.25768,NA,NA,29849.795,6
1237.373389,1237.364248,1237.374257,450.648,449.471,453.611,1385,NA,NA,NA,21729.53543,29104.98526,29892.62867,NA,NA,NA,NA,NA,NA,NA,NA,11755.06703,NA,29454.36264,32001.54873,6
1345.957322,1345.956016,1345.958745,324.4375,322.592,327.878,1386,NA,NA,14457.25326,NA,29770.04694,36150.35709,NA,NA,NA,19183.33654,42978.50458,NA,NA,NA,NA,NA,15627.99143,NA,6
1434.051521,1434.048016,1434.052114,544.6495,540.286,549.615,1387,NA,NA,NA,NA,88079.33291,72558.19258,NA,NA,NA,NA,268934.2463,NA,NA,NA,NA,113543.871,141490.9925,153321.3528,6
1460.064369,1460.054856,1460.066425,232.6145,229.865,234.932,1388,NA,NA,NA,NA,NA,17114.01417,7936.073136,NA,NA,21357.9524,25350.43308,20951.53435,NA,NA,NA,NA,8998.032981,NA,6
1470.028906,1470.026799,1470.082241,214.5805,212.211,224.679,1389,6968.543175,NA,5823.496761,12339.33497,NA,NA,NA,NA,19382.59278,NA,27801.35494,NA,NA,NA,NA,NA,18854.12922,NA,6
1489.073824,1489.046042,1489.099639,222.847,213.954,228.414,1390,8296.201605,NA,NA,NA,NA,NA,NA,NA,22114.33941,NA,41108.81273,9575.891111,NA,10938.82745,7449.683619,NA,NA,NA,6
1505.10081,1505.036107,1505.10621,213.166,211.196,232.076,1391,NA,9746.886821,NA,17080.83933,26519.10592,NA,9299.165233,NA,7688.356409,NA,NA,NA,NA,NA,NA,29884.04492,NA,NA,6
1506.050127,1506.04687,1506.104551,228.195,209.66,228.783,1392,NA,NA,7630.305331,27123.18888,NA,NA,NA,NA,NA,26198.61705,29399.3193,25196.2745,NA,NA,NA,NA,NA,11605.99146,6
1514.054259,1514.049182,1514.056487,216.8755,215.458,218.965,1393,31535.57304,NA,NA,NA,NA,NA,NA,NA,NA,48339.55297,43793.92939,39380.41457,28079.4769,NA,36198.40636,NA,NA,NA,6
1526.715208,1526.620239,1526.716931,567.307,506.774,570.964,1394,NA,NA,132029.4566,NA,NA,NA,NA,78693.84256,NA,NA,NA,NA,138638.2874,52681.28667,NA,124694.6064,15132.85405,NA,6
1541.631666,1541.546397,1541.638173,506.9,498.458,570.412,1395,NA,14097.70294,NA,51878.48548,NA,NA,NA,NA,17110.41661,NA,NA,NA,44004.09211,24991.7291,NA,43960.05045,NA,NA,6
1544.096108,1544.084083,1544.096696,216.6945,212.569,218.216,1396,NA,NA,NA,41775.05712,NA,39954.93929,17911.70303,NA,NA,37797.57507,NA,34813.74332,NA,NA,NA,NA,NA,42105.51896,6
1548.072529,1548.071286,1548.073929,208.009,206.83,209.591,1397,NA,NA,NA,21312.04886,25052.20605,22418.46965,NA,NA,NA,24396.87916,28618.81102,NA,NA,13777.81238,NA,NA,NA,NA,6
1549.076518,1549.071946,1549.087339,208.932,206.83,218.097,1398,8304.310624,6719.947997,NA,17967.49421,20373.96467,NA,NA,NA,NA,NA,19418.25488,NA,NA,NA,NA,23600.8664,NA,NA,6
1554.048233,1554.039006,1554.051721,221.416,218.965,229.556,1399,NA,22361.69258,NA,NA,NA,31439.53463,20912.90451,NA,NA,NA,36751.22924,37082.32779,12305.96949,NA,NA,NA,NA,NA,6
1578.04404,1578.03919,1578.049204,218.3445,217.503,224.3,1400,NA,NA,13098.22673,NA,NA,NA,NA,NA,NA,13413.69922,15021.50296,NA,15256.30162,NA,12950.96839,NA,12901.42089,NA,6
1580.06277,1580.05595,1580.064849,218.0185,217.007,220.382,1401,NA,14941.31345,NA,23857.20734,23660.10212,21434.64824,NA,NA,NA,21678.43861,26774.44429,NA,NA,NA,NA,NA,NA,NA,6
1585.105744,1585.105123,1585.192861,465.723,464.714,483.958,1402,NA,NA,NA,24373.08371,28541.60446,NA,NA,NA,NA,NA,35989.40847,NA,NA,NA,19224.80546,41798.8983,NA,44274.3007,6
1624.203225,1624.051506,1624.208581,477.791,474.386,568.174,1403,NA,NA,NA,NA,NA,32546.09648,10530.18118,18708.03298,NA,NA,NA,25353.89301,NA,NA,NA,25107.14098,19429.82494,NA,6
1650.084691,1650.042917,1650.171395,510.137,455.548,565.921,1404,7057.36857,13925.3403,16818.89052,NA,NA,NA,16376.92758,13485.36463,NA,NA,NA,NA,NA,23971.72602,NA,NA,NA,NA,6
118.0862554,118.0860718,118.0864814,670.908,670.051,672.008,1405,738289.3123,609169.9859,773524.7999,NA,NA,NA,NA,318891.3959,NA,NA,NA,NA,NA,551986.2109,NA,NA,NA,NA,5
120.9662453,120.9661767,120.966413,605.8175,602.922,609.102,1406,483511.4009,460530.4212,517476.941,NA,NA,NA,NA,NA,493012.2746,NA,NA,NA,NA,NA,488840.4809,NA,NA,NA,5
132.1017063,132.1006403,132.1018901,627.062,613.889,630.213,1407,8022.6431,NA,NA,NA,NA,NA,75720.8914,99960.61529,101006.9112,NA,NA,NA,NA,NA,126934.5742,NA,NA,NA,5
148.0941192,148.0937376,148.0942728,427.383,407.512,437.777,1408,68216.39868,NA,104006.213,NA,NA,22364.86664,33248.81386,NA,NA,NA,NA,NA,46307.31462,NA,NA,NA,NA,NA,5
226.083778,226.0835409,226.08393,802.409,801.617,802.952,1409,150090.5876,137062.8037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350267.6257,343730.8619,367387.0318,NA,NA,NA,5
231.2508229,231.25037,231.2513221,375.201,372.17,388.394,1410,14732.13047,NA,NA,NA,89931.45055,15703.10398,NA,NA,NA,NA,NA,NA,4048.549559,7526.156591,NA,NA,NA,NA,5
256.8204498,256.8202122,256.8206308,120.268,116.391,121.184,1411,40419.05181,28932.53015,25430.13391,NA,NA,NA,NA,30120.40631,25927.88319,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
319.9207442,319.9205484,319.9212863,605.405,603.041,608.193,1412,32476.96822,NA,NA,NA,NA,NA,NA,NA,28005.48542,27217.08,NA,27268.33039,NA,34537.03894,NA,NA,NA,NA,5
327.2010462,327.1995965,327.2459581,183.798,105.29,191.702,1413,19226.00249,NA,NA,197553.0322,53102.77205,29596.76239,NA,NA,NA,NA,NA,NA,NA,22391.0523,NA,NA,NA,NA,5
332.2793169,332.2790849,332.2799834,106.547,105.833,106.733,1414,NA,NA,282034.9775,NA,66446.90463,80874.99495,NA,NA,NA,NA,NA,NA,228172.9496,NA,233168.284,NA,NA,NA,5
335.054057,335.053637,335.0551555,605.064,604.153,607.727,1415,NA,NA,NA,NA,NA,NA,12356.47197,NA,13231.67359,NA,25614.37637,NA,13640.22236,14569.20669,NA,NA,NA,NA,5
371.1016468,371.1013008,371.1016919,98.563,98.38,99.031,1416,NA,148382.6309,NA,NA,NA,NA,NA,58831.70081,NA,NA,NA,NA,109608.9294,121304.2172,133580.1074,NA,NA,NA,5
389.2573472,389.2568042,389.3965537,198.933,195.991,208.24,1417,NA,NA,67777.4961,36881.07914,51043.48479,NA,NA,NA,NA,NA,NA,NA,39891.5594,NA,NA,NA,NA,16301.41582,5
412.776623,412.7762563,412.7779107,481.904,480.07,482.043,1418,NA,NA,NA,44015.46312,44408.03858,41267.57059,NA,NA,NA,NA,47901.99189,51982.98754,NA,NA,NA,NA,NA,NA,5
431.3919336,431.3913503,431.3983675,285.71,277.557,297.662,1419,19655.02974,NA,NA,NA,42873.13924,1528552.505,NA,NA,NA,NA,37048.07378,NA,NA,NA,NA,14953.11582,NA,NA,5
483.8782836,483.877645,483.8809269,160.423,160.245,166.047,1420,NA,NA,20172.99472,NA,47899.35763,39175.4689,NA,NA,NA,NA,49900.12609,34564.09914,NA,NA,NA,NA,NA,NA,5
495.3276237,495.3260742,495.3279533,673.245,672.745,675.429,1421,NA,NA,NA,NA,NA,NA,13929.28538,NA,NA,NA,41392.55695,NA,NA,NA,NA,39882.44132,35100.91068,34612.63273,5
507.8669314,507.8662736,507.8688914,172.004,169.687,176.173,1422,NA,7406.16631,12723.88936,NA,NA,23375.74142,NA,NA,NA,NA,29156.475,25246.42278,NA,NA,NA,NA,NA,NA,5
