mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,ID,iPSC-T1R1,iPSC-T1R2,iPSC-T1R3,iPSC-T2R1,iPSC-T2R2,iPSC-T2R3,m15-T1R1,m15-T1R2,m15-T1R3,m15-T2R1,m15-T2R2,m15-T2R3,mESC-T1R1,mESC-T1R2,mESC-T1R3,mESC-T2R1,mESC-T2R2,mESC-T2R3,number_of_observation_per_peak
811.5291182,811.5242543,811.5683573,557.177,547.6,594.77,309,82248.48736,295555.0759,38064.51146,441360.2867,112035.4446,211342.2922,121061.8888,NA,332138.3176,286519.3219,242208.5698,324564.8673,115803.9853,338323.0195,44082.10559,431675.6765,501866.6751,NA,16
811.6041903,811.6005013,811.6049094,451.2595,441.098,486.636,310,4792398.005,4479132.811,4164030.163,6791660.29,7277293.337,6490075.222,NA,NA,1945875.006,3610547.163,4055587.867,3466860.042,6996432.527,6938714.186,5837328.722,9725215.235,10358987.14,9629823.929,16
814.6865619,814.6853855,814.6875938,631.708,629.937,634.756,311,348776.2963,297802.1162,326084.5951,122339.3002,158752.9441,142405.5795,453492.6136,79782.86701,310179.0214,79928.57616,55347.48185,NA,230028.4968,249574.2268,187190.3339,NA,191443.2587,127589.3273,16
816.5886994,816.5080621,816.6434152,474.2225,418.148,544.952,312,358545.1827,223273.1229,345249.6725,337750.3916,443360.5207,437619.2111,250320.8488,31951.3533,NA,276706.8871,449253.2154,445733.6905,NA,477328.1646,489311.7561,382924.3426,206961.3777,394724.3268,16
820.6172278,820.5813714,820.6198853,433.636,419.88,471.109,313,220719.2573,209737.9083,196522.835,100682.3614,140854.3987,73919.46694,NA,57553.85646,16179.39883,59715.89981,94098.02545,81326.43976,98037.97469,84668.00168,57313.52992,143861.6086,200029.5243,NA,16
826.6048582,826.5677359,826.606309,218.483,148.923,274.547,314,85784.82871,78255.88844,74936.6749,97211.59481,85805.44494,100042.8442,NA,NA,48669.6279,85612.94467,102057.4172,86144.17288,108115.4315,100353.2687,72761.85861,133484.1358,150147.6672,130533.7428,16
830.5655549,830.5223482,830.5668072,604.815,533.028,607.261,315,116693.1431,109421.1225,98516.71644,101935.9349,123233.5858,107023.8788,78729.90675,NA,93755.83281,NA,40507.7715,32342.02253,197318.9338,168917.54,149504.4729,125825.5011,130158.0095,131523.6733,16
831.570028,831.5693545,831.5708016,451.1415,441.098,456.88,316,948365.8497,855660.4081,889656.7261,1044387.637,1035424.601,1035872.037,200128.5716,NA,NA,855553.5985,918499.6114,803411.7825,1399108.671,1235538.332,1200867.844,1252804.363,1265630.865,1254213.895,16
836.6150591,836.6096978,836.6157013,450.305,428.161,455.529,317,1720428.407,1706008.592,1671837.782,3138817.462,3207018.239,3012198.916,758098.2891,516215.0446,NA,2577557.004,3099928.896,2546691.491,2305647.564,NA,1889824.449,4109401.801,4265059.286,3908253.078,16
855.5699086,855.5676317,855.5703922,440.5545,428.012,445.586,318,92544.75869,NA,NA,202562.1712,200857.5056,206116.9328,49015.16406,54445.48436,71144.94724,277767.0149,344123.9732,252164.7322,164751.9746,162120.2007,140814.8348,285941.6967,260659.6878,296823.0297,16
863.6327966,863.6309745,863.6346335,442.031,430.364,448.748,319,58974.74907,48658.72019,55249.51327,NA,167936.2489,131069.3506,21529.3241,NA,18652.92094,116033.5804,115482.157,123345.6078,80975.97555,96937.38424,71709.59851,228732.9041,233323.6661,206709.5985,16
866.6576548,866.5386861,866.6602071,449.071,437.487,483.188,320,221431.0383,65605.74633,215801.2288,101512.0404,138620.9001,118953.3106,239958.9043,329580.7665,314629.4594,NA,85607.76899,NA,38728.82171,171294.0098,240882.3875,178973.4798,163045.2828,144202.4777,16
890.5468519,890.5088937,890.5854313,481.972,439.888,532.554,321,160144.0727,224773.146,207250.2467,NA,148963.4251,179554.1853,138336.7414,91727.90785,121525.7382,185291.2556,175074.3577,191188.6437,243180.2902,202114.3655,230652.2719,155327.993,NA,129572.5294,16
992.7446975,992.742291,992.7457933,171.7835,168.846,176.94,322,46429.29986,74539.49312,180704.7548,197237.3695,376264.9017,289219.6925,23650.17654,48589.47294,NA,154038.4221,348803.1783,316967.7766,25890.57303,64616.09924,NA,117323.7433,118760.3435,65078.88683,16
1080.796953,1080.793688,1080.798255,195.238,190.566,202.334,323,36941.3828,59599.54401,132662.5921,178401.6642,299804.7294,266579.5325,19751.57618,38560.24721,27963.40012,135442.8125,324758.236,274573.1656,NA,49672.92137,NA,104869.6058,106194.8205,49408.13026,16
1202.382769,1202.377348,1202.384327,482.037,478.677,487.008,324,33089.31873,23841.2025,23723.45319,74643.83148,81770.02794,84838.1213,88735.00683,38559.47558,55141.85635,89939.93748,95870.35182,85552.44731,NA,23572.67405,16717.54167,60579.73694,NA,55667.78537,16
1515.11734,1515.113185,1515.120847,512.6275,503.796,522.399,325,223082.6303,NA,189246.6258,332217.3636,240483.8795,269330.5483,219324.1219,94429.3098,183540.9637,234532.7506,260024.1085,292131.1863,NA,241258.6699,203143.5854,318321.0269,283992.5335,263181.8846,16
1518.145844,1518.124273,1518.148819,503.12,495.638,528.318,326,NA,90971.20326,142866.5256,600594.4598,744231.2833,658652.701,211420.4897,49577.23225,161641.4753,1273614.851,1600181.504,972283.0075,NA,160864.2734,111003.7056,688604.1985,828708.6614,685546.5966,16
1519.150251,1519.132244,1519.153339,500.663,497.981,516.826,327,130861.3074,66442.14466,97307.00847,502976.9245,625480.8214,600625.4295,175559.8575,68726.76125,134226.0553,1150971.255,1431304.481,1037521.898,NA,130721.9396,NA,577663.9787,680183.3191,581978.6525,16
1544.152591,1544.147019,1544.160194,499.289,478.281,509.817,328,203166.4115,277912.6103,240550.0205,445684.3121,364048.2791,363962.3403,268364.684,145732.1761,318707.7345,399665.9624,NA,391612.5501,384893.6668,NA,264715.9339,350870.8485,421681.0808,395099.3823,16
1547.177996,1547.163282,1547.182304,494.187,486.3,504.28,329,84809.78323,47468.36697,75365.50624,191073.6949,233715.1656,219960.116,97346.21553,51118.47808,NA,371083.7985,446675.8816,366940.2137,NA,83258.87601,54692.90155,237087.4337,279294.6899,220042.3634,16
1548.184984,1548.17033,1548.189608,495.261,489.259,501.673,330,79867.89737,NA,55367.34369,238904.569,212497.8693,195480.2268,112962.8241,33041.5747,122677.0756,263104.4979,343157.7325,306336.6849,NA,52143.40995,41057.97962,227095.508,200118.6024,214228.3468,16
1567.147064,1567.135065,1567.15079,489.486,482.478,504.257,331,115406.0943,NA,70469.53228,132996.3442,124311.0006,130816.5793,118893.5655,107127.1707,141127.2541,126244.6216,133982.4196,128854.8054,NA,123690.0202,98781.5759,157967.4651,149323.8827,146625.4983,16
1569.161003,1569.145917,1569.165535,491.422,487.571,508.024,332,171985.2871,NA,181425.1768,225817.6287,200667.6071,204020.3524,229250.3436,168201.5658,NA,197756.6149,203313.4222,194480.4206,260736.9533,215843.3187,191641.2885,218244.0234,239548.3176,208460.8305,16
1574.203411,1574.137683,1574.20981,484.643,459.84,487.008,333,66139.69101,NA,61352.51062,377750.8505,465634.2239,394490.4097,159148.33,39767.89855,116777.8966,622325.0964,677128.3687,631082.4653,NA,40316.35309,22920.87611,354374.5501,298107.6512,332149.5958,16
1594.173473,1594.116387,1594.176055,482.031,465.442,508.001,334,225147.8215,139037.9831,200177.1307,438567.4353,408562.1731,438689.0746,316668.3517,176691.538,277226.4412,512279.1574,501357.5637,503063.4259,NA,196519.8064,154205.3267,439737.3977,NA,431252.822,16
1598.195835,1598.09599,1598.199935,482.9975,438.687,507.807,335,68525.8886,NA,46046.02985,172028.354,191816.6284,162444.8031,117403.7687,46050.53257,115303.1838,165602.095,175495.014,179599.4305,31476.11889,52519.88986,21704.1418,155936.5331,NA,145336.1144,16
126.0220845,126.0218437,126.0223436,271.744,265.379,305.475,336,3403976.181,2934223.293,3032484.488,NA,NA,1188755.496,3427107.286,1393023.318,3698268.107,1664398.395,2054985.111,1923448.131,5551039.216,NA,5294717.244,362613.6722,800880.5094,500740.7795,15
173.0782447,173.0779594,173.0807024,142.401,115.949,143.793,337,663153.4971,1339110.711,1230193.838,164676.6682,139245.5666,NA,865608.2637,1449619.255,1258692.283,151352.3956,NA,60759.61693,NA,1314943.368,1049587.919,279195.3226,93104.68795,119463.1563,15
230.2474552,230.24685,230.247793,373.387,363.675,396.497,338,118182.4046,74038.44165,144483.1654,115015.1006,626470.8755,104557.1456,103467.9384,37204.29336,124040.6541,103881.2981,147501.5195,55006.59071,33811.79742,NA,NA,246917.8922,79915.48104,NA,15
272.2943796,272.2932417,272.2948429,239.899,236.205,262.675,339,57540.22862,38953.66316,48328.9979,192336.9051,385726.7317,347260.8627,31783.2046,NA,NA,186331.258,257775.4586,285595.1484,NA,43590.39933,44217.34147,329912.7539,239019.338,265225.5718,15
274.2735711,274.2728317,274.2742807,274.61,254.834,284.194,340,NA,38475.54276,63605.69157,60362.71997,43629.11103,NA,75547.48559,86976.66803,87612.97479,98254.26243,112270.9825,100700.4297,77336.8634,51996.70653,98706.93111,NA,145077.7064,123921.1431,15
281.1384441,281.1379695,281.1388326,106.064,104.781,106.802,341,959998.8923,865529.1052,920053.2846,NA,790719.8073,727909.3016,556784.0845,403263.2808,413297.2767,NA,480026.3592,NA,1021658.005,1054825.309,975274.1607,1414885.975,676754.4276,1244443.909,15
305.157112,305.1419501,305.1589146,174.636,154.777,192.243,342,225953.0207,163134.8221,666444.7034,257174.7752,252507.1681,269498.0355,NA,288720.7449,355142.999,212593.8028,185534.6673,162618.7259,355494.1265,230204.2938,163438.5615,NA,NA,376371.7749,15
317.9236346,317.923196,317.9239213,606.596,604.612,609.22,343,105022.712,135595.797,166777.9535,108760.9862,125605.1524,NA,161732.0281,131381.5409,122492.0802,150319.7452,147414.1384,148997.1357,NA,158189.9915,137577.7987,123471.0068,131938.0025,NA,15
340.29262,340.2890484,340.2933751,110.449,103.491,114.436,344,136974.9727,NA,NA,309395.8259,559257.435,313696.8999,214335.6789,118742.7096,NA,427290.9141,464587.5971,316340.5693,41314.22852,222161.1125,191767.0307,361325.7967,360720.2882,266825.8384,15
347.2433004,347.2425955,347.243834,102.403,100.93,104.548,345,1490987.087,1491001.263,1737406.233,666120.4833,665530.0523,1178502.727,915766.616,1003584.309,1494683.423,949068.4067,1007981.127,480174.4655,1531265.724,NA,1346237.632,NA,1070989.552,NA,15
443.3047653,443.3039304,443.3560564,86.125,84.788,99.773,346,NA,241781.8009,340869.5486,183644.8641,224277.3075,210191.3998,NA,NA,145626.436,170322.6085,248117.1265,223214.452,171519.0336,219172.0269,179688.5289,51118.17396,104869.8095,83708.33232,15
544.3383063,544.3369337,544.3406958,666.514,661.259,670.788,347,NA,20747.97234,22737.46848,270919.1191,193347.0167,233727.0211,128959.9258,159418.151,NA,243536.4021,318552.4908,233625.9174,36106.20793,NA,72503.14312,418680.3053,367596.5803,376869.3793,15
549.4159376,549.4148185,549.4900325,192.995,115.078,201.814,348,49281.04905,NA,160851.5729,220593.6934,353244.3657,311581.3575,NA,65890.06663,35637.43129,173961.6315,386952.3468,352963.9777,34356.31018,55560.2739,NA,132789.7094,137487.2271,58406.07857,15
549.9171648,549.9165888,549.9180019,194.875,191.258,200.415,349,NA,51738.19155,89516.00694,133141.5507,214064.1396,195259.1939,NA,NA,20796.97742,100675.1394,244211.6099,219396.3374,18287.48081,31450.746,25459.10803,82695.26058,70455.21835,42810.35122,15
595.8807661,595.8797604,595.9753566,605.353,565.823,609.315,350,79204.38949,99043.29307,68465.66042,NA,92561.26752,98019.70906,77887.38363,151136.3043,100930.4445,NA,92013.84463,89213.5548,142078.6173,78398.18722,87712.93642,86717.51318,115290.9235,NA,15
623.4520361,623.4514367,623.4529821,282.665,274.492,289.998,351,29400.53177,58550.31496,131687.1336,140276.7704,210477.0341,220220.0057,NA,NA,NA,139076.2797,258877.726,227783.5126,27125.918,49206.8833,41029.72092,82830.69625,85382.74611,53238.15206,15
630.5521475,630.5493409,630.6178057,149.551,101.807,158.057,352,NA,99748.84322,116680.8877,98303.32934,64148.94431,121963.4612,121118.0604,85552.9551,77929.90054,126178.2763,165288.7379,48604.29107,NA,124262.3773,115407.9408,NA,277946.7177,140102.9873,15
659.9823797,659.9816989,659.9842897,297.741,288.52,303.054,353,56208.44393,83841.8686,172680.2397,237782.1356,301538.7753,365941.349,NA,53675.69647,47125.09504,190519.8848,420647.7969,361343.5242,30589.82018,59234.8357,NA,150545.943,163241.3189,NA,15
663.4547731,663.4504856,663.4562551,98.3775,96.699,108.833,354,3109180.87,3029858.538,2999920.256,NA,5580418.468,7627592.765,2636129.152,2122250.407,2911950.078,NA,8584323.228,6878133.416,2661262.878,2806789.819,2550326.965,8479202.575,7191343.527,NA,15
675.5428934,675.5417093,675.5435794,649.587,646.042,651.616,355,132011.4602,112503.4724,NA,130990.2207,139941.8792,NA,144693.528,NA,149186.468,191252.774,174029.8683,174220.9437,205927.7596,206680.6533,174155.7834,162477.4203,207548.8811,182401.5992,15
681.9951836,681.9932263,681.9961764,325.657,316.73,332.242,356,50294.77724,82389.24787,165126.4118,236803.8587,NA,334739.7686,25368.24134,45931.33113,NA,177295.2424,383619.5157,334046.9748,25566.45715,NA,57481.30576,139734.1641,143996.3299,83350.84049,15
693.857009,693.855712,693.8579031,606.596,603.804,609.315,357,NA,39176.28095,46624.68563,59076.49006,57072.22339,60119.42714,33286.8815,29865.78977,52809.8445,62890.36716,NA,53180.93994,50273.53951,49212.45885,38964.06949,52535.98323,57731.58863,NA,15
700.5715106,700.5585633,700.5727081,114.125,113.144,131.908,358,384248.6932,340646.0611,333641.9457,275982.8969,573143.7593,389490.5128,NA,311067.1557,372057.5729,NA,266838.145,217328.4325,362775.2256,447387.4094,386599.9977,273375.7654,NA,537372.1206,15
701.5302069,701.5290949,701.5307863,224.65,218.823,227.55,359,NA,NA,27540.41536,112203.8218,112579.543,114858.1671,195811.5812,73499.2515,195080.0232,232689.8145,250280.7852,246135.2248,41997.176,64930.15353,NA,115498.9477,125074.5738,112057.6363,15
703.5068963,703.5059164,703.5096319,356.628,349.056,364.376,360,64990.24555,98258.34799,181630.3314,268139.2462,299816.6023,365237.0424,NA,NA,43821.24301,201031.6892,435995.1323,348934.6237,NA,69342.60122,32391.32677,164054.7213,173680.3039,94445.20189,15
705.5270112,705.5254012,705.5309088,546.629,509.241,551.122,361,242550.6869,NA,NA,464654.1869,594429.8755,517865.9347,203347.5981,NA,167665.659,944817.5375,1119185.224,863821.1343,206801.416,381817.3717,271772.2047,564566.2923,629593.0461,670576.6135,15
706.5388166,706.536531,706.540309,548.402,514.158,552.862,362,3524791.56,NA,3144351.174,3406023.79,5709872.347,4464775.666,3097694.634,2191673.644,2450572.245,9273395.67,9811762.331,7976087.734,NA,4354302.232,NA,4970457.658,6033251.118,6892527.7,15
723.5409272,723.5397293,723.5414671,645.965,642.541,646.882,363,136247.4091,109052.1381,NA,183869.4768,182714.9805,184048.7408,123170.6424,NA,134795.2778,NA,313033.2395,269498.4932,248983.8454,258904.4394,200638.9549,255155.3383,304030.216,277801.4522,15
724.8023128,724.8008008,724.8027804,606.347,604.153,609.726,364,85223.26945,NA,84060.36475,123772.8989,NA,119452.642,122080.3846,91944.87786,149262.1832,256955.3183,311246.538,285080.1342,153897.2279,163144.0562,NA,108519.5403,114102.9975,118908.2601,15
726.0212341,726.0200302,726.0239728,391.674,386.538,401.572,365,43278.73232,54849.28875,84348.2147,169549.9251,188940.9761,235046.957,17922.86383,34209.16875,NA,111732.3388,265976.4518,218672.5648,NA,NA,40014.5359,99964.32816,106552.9202,51698.06321,15
730.5380743,730.5251935,730.5725254,526.513,478.04,555.515,366,1660940.906,NA,1526977.103,2789833.107,NA,2490677.163,1524458.139,1371734.339,1639974.57,3834858.923,4273948.605,3607626.023,1038742.684,1169525.206,1212782.257,NA,3031077.559,2957570.694,15
731.6044473,731.6007424,731.6060747,641.901,637.949,654.207,367,322837.3887,253920.0124,NA,98751.72307,124716.262,115454.6558,360595.7157,106069.8271,244204.8427,53033.7484,NA,40711.10275,231016.5756,272666.5913,218511.4141,NA,162204.0952,132889.4362,15
732.5586972,732.5559814,732.5701065,232.261,229.413,235.093,368,91536.40675,NA,83793.58953,165370.5871,176015.8465,167635.2135,114050.4777,40603.39779,104271.9946,135006.6954,149158.2646,147785.363,60606.71964,60077.21717,50181.69165,NA,NA,110746.4294,15
733.5580392,733.5159424,733.5588858,518.957,450.203,546.083,369,7544233.372,3761601.311,6845532.809,10959268.57,10786019.73,9654185.901,7155673.209,5182165.299,NA,16138434.18,17958034.56,15451441.96,5926775.051,9689837.154,NA,NA,13054195.02,12518422.18,15
735.80227,735.7988855,735.803169,530.954,523.586,547.822,370,163557.3831,224536.9416,141332.7161,432525.9443,531503.268,423132.0389,NA,NA,62349.23165,556950.9199,543145.0747,478022.9426,NA,205851.5465,182168.4037,516236.9393,771551.8587,675289.8577,15
742.5623577,742.5384174,742.5739248,500.152,473.531,553.698,371,128382.71,285732.7248,189483.6751,244081.3991,305311.3847,121571.8544,127526.7858,NA,134629.4407,239959.696,320436.0683,233590.3125,NA,303775.7035,NA,298959.5747,352734.0346,311124.563,15
743.5708857,743.5408397,743.5774351,491.7505,469.899,558.875,372,46634.25221,NA,61073.3665,93358.37993,78321.87353,69798.0091,25470.21228,NA,39122.07871,101791.5508,131696.3482,115969.8738,154849.0123,NA,73247.36793,148422.3509,149825.8071,128875.6872,15
762.5928797,762.5402931,762.5950712,502.8545,446.342,589.374,373,6169484.293,NA,5781863.148,8316222.361,8170332.344,6384790.255,6401520.154,3615352.194,5692959.914,8474715.026,10345151.45,9688528.469,NA,7077373.293,NA,8232611.948,8873037.224,6334515.524,15
766.5737795,766.5551378,766.5753195,446.753,433.915,515.461,374,1312897.536,1249360.693,1150783.339,1792716.904,1921024.742,1698257.788,NA,NA,NA,424311.2711,515057.9546,399524.4427,2320063.505,2241718.032,1965995.273,2933818.25,3128026.273,2946966.532,15
771.6001773,771.5510049,771.6080227,462.868,453.358,526.782,375,NA,51830.22881,152116.9505,27504.68414,NA,NA,43396.19798,128260.3988,132173.8424,301792.508,334667.7971,233440.1488,65094.8303,53496.68,81137.33679,87589.43111,85382.56952,216175.1945,15
776.6068203,776.5270266,776.6110234,497.0695,441.682,521.865,376,115313.6031,130719.669,133540.1785,187809.0648,240390.7751,228459.0189,NA,50631.32709,96790.15198,177898.5074,277754.0907,NA,NA,112500.547,24230.15923,222947.7576,24324.74558,206131.0189,15
782.5696533,782.5571455,782.597638,466.457,437.045,574.602,377,10077183.5,NA,9491772.132,10567373.54,10831655.45,10023665.03,8958445.233,6952535.998,10901830.72,NA,6762952.657,NA,15160749.04,14601744.98,14977725.89,16025238.15,17181617.86,16244363.57,15
782.5841913,782.5419801,782.5876647,214.853,122.127,216.787,378,171675.105,209825.3288,111321.7423,222676.2028,222623.5575,222322.642,132338.4377,NA,135695.247,NA,NA,178676.2245,223124.9916,202329.7284,191322.2771,257659.3399,317154.567,193923.5842,15
782.8035803,782.8007013,782.8061294,466.439,457.109,509.835,379,215791.798,NA,194737.1636,486398.9765,519394.3937,457100.7355,144358.3778,86278.17407,171428.7505,NA,NA,196813.8131,407044.9164,422247.3971,327277.0311,835980.569,907498.7799,870173.8494,15
789.5589883,789.5583924,789.5597977,442.979,432.725,451.468,380,145379.8477,131598.0464,116012.0224,193936.4206,196357.4614,181853.8913,NA,NA,NA,57575.16641,65149.85322,51996.56794,230502.2386,228557.3235,193697.2105,279397.9076,288658.6721,272829.4724,15
792.8279195,792.8249523,792.8292463,606.417,604.153,609.315,381,119655.3501,NA,89544.94936,NA,134520.3936,152940.9192,104033.1375,62410.42378,139170.8318,176112.0889,165145.6343,165835.3689,132096.5752,131368.5462,76072.13543,NA,173048.0795,161080.5189,15
797.5305211,797.5283449,797.5441883,110.043,103.491,150.597,382,NA,NA,62403.95086,139916.5049,174936.395,139039.0904,188079.1473,127988.8417,215855.8102,165940.35,202243.797,153821.1784,76881.61937,87423.52915,NA,111123.7202,140497.9661,108818.4803,15
801.6192573,801.6159832,801.6208963,478.333,475.901,481.908,383,NA,150723.3371,141083.3826,309079.3273,311214.8041,319710.705,198306.4379,100407.5908,202267.602,381240.2745,428691.5539,387634.9435,NA,126295.6431,95802.00511,269372.7098,NA,248080.5167,15
807.5596555,807.5512994,807.6336636,644.9745,610.44,648.016,384,154419.1031,NA,26744.93067,237956.5131,228640.6506,249185.4915,174683.4823,48514.87306,164617.2022,NA,135415.3006,NA,192526.671,16014.91746,163077.5855,207965.9039,486607.1617,361619.5204,15
808.562443,808.5488865,808.5824443,642.541,586.914,647.473,385,313728.0548,326261.4482,526910.3198,NA,102089.3361,NA,123589.1486,27993.36936,129643.221,91423.40822,114799.1202,70439.23623,96774.0423,640984.0764,519768.5574,NA,216855.322,382223.8781,15
810.526876,810.5221735,810.5846464,558.43,547.482,596.823,386,374596.2746,643062.9237,116349.4772,968445.6581,249524.9696,488612.5183,NA,NA,63669.18323,683280.7516,589574.8406,772917.2738,230125.7578,706857.1092,160129.1182,1031619.03,NA,523185.178,15
812.5229724,812.516483,812.5708729,214.436,121.743,218.454,387,83184.27984,107410.0943,76232.33925,77746.53209,64798.33779,85820.1773,56973.25168,60941.39567,71431.31938,80974.11976,NA,88445.78287,NA,88331.81577,63912.91233,59200.96068,51910.1258,NA,15
818.5628884,818.5327609,818.6450709,216.956,124.965,221.495,388,60046.83818,63812.23427,56373.29792,NA,100804.1076,85232.95205,39868.53829,16046.68748,34479.81779,NA,98543.94656,91290.36745,57921.52927,58047.65292,48714.62022,NA,101336.3914,48524.02115,15
826.5705318,826.524809,826.5773005,486.249,475.15,527.795,389,58154.79041,32287.43782,NA,124900.0461,113278.7748,92341.4464,75777.79443,NA,97516.21673,NA,92743.53881,113914.8594,60291.77203,43574.63934,31437.91614,94057.26074,87880.9725,95813.2567,15
834.5838232,834.5288133,834.6535043,607.346,555.733,631.894,390,93539.21796,32375.5753,108168.4578,NA,41672.75538,61261.52872,43117.5493,NA,NA,71687.06909,55423.23686,62799.39426,158123.6841,171365.2678,182525.2969,108459.4908,123586.5539,141506.3003,15
835.602942,835.5904844,835.603982,445.4805,433.915,485.51,391,1050428.497,1111673.01,1023427.018,1796093.347,2045893.242,NA,381253.5015,283480.8195,NA,1633204.617,1911114.137,1572742.419,1517796.914,NA,1358415.299,2490794.242,2712384.137,2474124.393,15
837.6187733,837.6065315,837.6193534,450.6075,439.888,487.876,392,782528.2042,811977.2549,726924.2246,1432498.878,1574349.691,1459117.037,NA,NA,21245.96612,1114621.421,1392850.747,1094992.345,1117590.27,NA,929694.7378,1900430.66,1988103.593,1892246.096,15
841.6444854,841.5297868,841.7121126,460.982,428.92,630.693,393,41726.85325,25281.98298,21055.85498,NA,85476.53231,77619.86122,NA,8192.482789,NA,62805.47229,95206.86802,83039.85491,35298.96613,10295.38073,41734.96969,107632.3925,109064.8052,108671.1392,15
843.5145128,843.5129349,843.5150683,105.866,100.93,108.129,394,172836.6034,NA,159535.1701,267217.3566,303750.6725,252178.4542,80764.91738,74555.70073,NA,107961.3226,134055.2912,110677.0114,360927.8447,NA,308150.0769,284289.7619,363402.8736,253050.0108,15
859.5997511,859.5550572,859.6002885,449.9565,440.956,502.705,395,210070.3949,212621.3132,212866.3617,301669.4113,318210.9263,297522.9607,37229.93339,18829.83222,35378.79888,284911.288,321267.9804,270431.2336,NA,NA,227433.6725,NA,25210.74118,393340.8698,15
860.6655395,860.6617846,860.6668337,145.152,143.797,150.211,396,53288.49123,39647.76108,197295.1326,174922.4,373443.2173,NA,NA,42904.32585,23817.02606,132950.1152,303211.0641,276672.7556,NA,49765.56848,28195.86078,103255.3082,96841.07292,55162.31414,15
862.6284079,862.5101454,862.6295313,441.9635,428.012,496.808,397,160304.7446,83786.89657,105278.69,296784.0192,329445.6186,NA,NA,69491.00312,39429.24836,262568.5006,296326.4652,NA,167269.4641,161616.0937,146832.1963,472290.8076,472134.2435,434461.6269,15
872.8328349,872.8309387,872.8345119,606.347,604.271,609.315,398,95714.10438,80220.07573,87458.35157,160711.3297,NA,148466.8248,79770.41545,NA,91447.94464,NA,125793.4798,128037.0091,68619.9547,91062.34586,58356.30822,130174.4681,191687.1251,167987.1433,15
876.6600956,876.6419339,876.6623659,155.727,146.131,160.562,399,28042.33692,29060.687,118336.3963,86395.96001,235394.464,126624.939,NA,18214.07256,15647.46741,79799.10431,146176.6202,137697.7419,NA,25636.91793,NA,51640.72226,47335.95391,39287.45137,15
891.5773463,891.513581,891.5926786,485.397,438.687,580.473,400,99246.41271,74640.50471,93838.70052,92524.29073,78603.78914,89669.92895,45791.66761,37311.97744,43613.74591,87134.91124,NA,NA,96477.00337,68950.81897,18201.09714,77983.36096,NA,74065.61423,15
892.5897951,892.522334,892.6771107,483.905,413.011,591.938,401,97489.51236,70190.38227,119984.4365,69372.8705,69347.9593,NA,106267.9364,43785.60053,59624.22917,59322.75098,NA,NA,22459.96173,44574.79977,42004.45357,68894.22737,47684.55189,60893.7855,15
896.5165709,896.5150403,896.5176904,608.395,604.612,612.298,402,70009.13364,92237.74683,56264.17597,56884.32881,47720.74503,52846.75482,106120.2879,69122.50365,116288.9428,101319.9824,122038.4827,NA,98755.88504,103371.7637,NA,57674.02252,39013.3771,NA,15
904.7811548,904.7772497,904.7824358,606.347,604.153,609.726,403,75631.74797,54637.88138,80636.41115,138314.8378,127197.1161,129770.8452,98448.64202,NA,120701.0968,219681.0591,236017.451,232272.3327,121090.2344,125777.7913,NA,NA,140059.2536,135821.1955,15
1037.774174,1037.771315,1037.776053,182.536,178.944,189.235,404,26000.31662,34114.7101,76302.82975,106766.4396,192572.1086,162157.8084,NA,NA,15264.13803,84297.15285,194709.4391,176298.0237,14154.33619,30773.25112,NA,58017.00304,68411.15897,35922.16519,15
1081.800687,1081.798201,1081.801292,194.875,191.258,201.161,405,25621.33022,NA,73446.41316,108799.4212,177813.3847,160967.5103,11525.2637,24197.2316,17330.94536,85571.19957,194293.3678,170765.0185,19495.28534,NA,NA,61203.26603,65121.7511,35918.48601,15
1162.35253,1162.350727,1162.355553,502.705,500.316,510.893,406,117573.2786,111449.7071,98758.75352,NA,98611.15015,117056.182,100547.6301,74113.3103,NA,90513.34221,71436.37028,NA,216193.8125,79444.41327,58223.03177,109353.8072,88447.13336,79617.84513,15
1162.8548,1162.853352,1162.858084,502.705,499.146,512.511,407,112435.0356,144617.3279,93272.94911,108864.9284,93389.89247,108469.6143,99833.21336,61809.09414,NA,82081.51596,NA,70706.60207,186250.1521,126228.9915,NA,103618.7582,64465.8551,67695.44976,15
1212.874914,1212.871194,1212.877339,246.682,242.648,256.134,408,16299.92238,29538.22283,62155.19893,110170.2496,150580.7222,161751.8719,NA,16313.99707,NA,78397.60167,205610.9491,176706.1928,NA,12949.60477,10628.56462,58546.5454,66618.90522,38957.48761,15
1493.134472,1493.121837,1493.141128,509.346,502.637,533.407,409,82196.08462,NA,62458.70571,253482.0992,214624.104,206973.5581,70838.41004,26555.16061,47294.83839,473647.0405,509558.4929,425520.6121,NA,58733.00428,NA,301406.6556,409908.3917,343404.6451,15
1500.114444,1500.041126,1500.124203,525.648,508.417,569.777,410,64552.03838,301930.4061,363263.555,NA,105536.9095,90521.93475,369257.3204,213855.2291,NA,144650.0835,146047.6567,158750.8109,309606.8808,34788.35183,NA,134918.6465,119162.6523,117929.3537,15
1501.078993,1501.054871,1501.082242,211.6545,208.205,220.527,411,22830.09598,29647.54116,NA,83278.12179,107324.2092,99463.15829,14899.26421,NA,10828.81657,67416.62607,NA,72317.58123,32853.62973,34229.49826,34073.22766,147762.6788,153878.8488,122688.2664,15
